brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,os_bit
Lenovo,Intel,Core i7,11th,16,DDR4,64-bit
Lenovo,Intel,Core i7,9th,16,DDR4,64-bit
Lenovo,Intel,Core i7,10th,16,LPDDR4X,64-bit
Lenovo,Intel,Core i7,11th,16,LPDDR4,64-bit
Lenovo,Intel,Core i7,10th,16,DDR4,64-bit
Lenovo,Intel,Core i9,10th,16,DDR4,32-bit
Lenovo,AMD,Ryzen 3,Not Available,4,DDR4,64-bit
Lenovo,AMD,Ryzen 5,Not Available,8,DDR4,64-bit
Lenovo,AMD,Ryzen 5,Not Available,8,DDR4,64-bit
Lenovo,AMD,Ryzen 5,Not Available,8,DDR4,64-bit
Lenovo,AMD,Ryzen 5,Not Available,8,DDR4,64-bit
Lenovo,AMD,Ryzen 5,Not Available,8,DDR4,64-bit
Lenovo,AMD,Ryzen 5,Not Available,4,LPDDR4X,64-bit
Lenovo,AMD,Ryzen 5,Not Available,4,DDR4,64-bit
Lenovo,AMD,Ryzen 5,Not Available,4,DDR4,64-bit
Lenovo,AMD,Ryzen 5,Not Available,4,DDR4,32-bit
Lenovo,AMD,Ryzen 5,Not Available,4,LPDDR4X,64-bit
Lenovo,AMD,Ryzen 5,Not Available,8,DDR4,64-bit
Lenovo,AMD,Ryzen 5,Not Available,8,DDR4,64-bit
Lenovo,AMD,Ryzen 7,Not Available,16,DDR4,64-bit
Lenovo,Intel,Ryzen 7,Not Available,4,DDR4,32-bit
Lenovo,AMD,Ryzen 7,Not Available,4,DDR4,64-bit
Lenovo,AMD,Ryzen 7,Not Available,4,DDR4,64-bit
Lenovo,AMD,Ryzen 7,Not Available,4,DDR4,64-bit
Lenovo,AMD,Ryzen 7,Not Available,4,DDR4,64-bit
Lenovo,AMD,Ryzen 7,Not Available,4,DDR4,64-bit
Lenovo,AMD,Ryzen 7,Not Available,4,DDR4,64-bit
Lenovo,AMD,Ryzen 7,Not Available,4,DDR4,64-bit
Lenovo,AMD,Ryzen 7,Not Available,16,DDR4,64-bit
Lenovo,AMD,Ryzen 7,Not Available,4,DDR4,64-bit
Lenovo,AMD,Ryzen 7,Not Available,4,DDR4,64-bit
Lenovo,AMD,Ryzen 7,Not Available,4,DDR4,32-bit
Lenovo,AMD,Ryzen 5,10th,8,DDR4,64-bit
MSI,Intel,Core i3,10th,4,DDR4,64-bit
MSI,Intel,Core i3,11th,8,DDR4,64-bit
MSI,Intel,Core i3,10th,8,DDR4,64-bit
MSI,Intel,Core i5,11th,16,DDR4,64-bit
MSI,Intel,Core i5,10th,8,DDR4,64-bit
MSI,Intel,Core i5,11th,8,DDR4,64-bit
MSI,Intel,Core i5,10th,8,DDR4,64-bit
MSI,Intel,Core i5,11th,8,LPDDR4X,64-bit
MSI,Intel,Core i5,11th,8,DDR4,64-bit
MSI,Intel,Core i5,11th,8,DDR4,64-bit
MSI,Intel,Core i5,11th,8,DDR4,64-bit
MSI,Intel,Core i5,10th,8,DDR4,64-bit
MSI,Intel,Core i5,10th,8,DDR4,64-bit
MSI,Intel,Core i5,11th,8,DDR4,64-bit
MSI,Intel,Core i5,8th,8,DDR5,32-bit
MSI,Intel,Core i5,11th,8,LPDDR4X,64-bit
MSI,Intel,Core i5,10th,8,DDR4,64-bit
MSI,Intel,Core i5,10th,8,LPDDR4,32-bit
MSI,Intel,Core i5,10th,8,LPDDR4,32-bit
MSI,Intel,Core i5,10th,8,LPDDR4,32-bit
MSI,Intel,Core i5,10th,8,LPDDR4,32-bit
MSI,Intel,Core i7,10th,16,DDR4,64-bit
MSI,Intel,Core i7,10th,8,DDR4,64-bit
MSI,Intel,Core i7,11th,16,DDR4,64-bit
MSI,Intel,Core i7,10th,16,DDR4,64-bit
MSI,Intel,Core i7,11th,16,DDR4,64-bit
MSI,Intel,Core i7,11th,16,LPDDR4X,64-bit
MSI,Intel,Core i7,11th,16,DDR4,64-bit
MSI,Intel,Core i7,11th,16,DDR4,64-bit
MSI,Intel,Core i7,10th,16,DDR4,64-bit
MSI,Intel,Core i7,9th,8,DDR4,64-bit
MSI,Intel,Core i7,10th,16,DDR4,64-bit
MSI,Intel,Core i7,11th,16,DDR4,64-bit
MSI,Intel,Core i7,11th,16,DDR4,64-bit
MSI,Intel,Core i7,12th,16,DDR5,64-bit
MSI,Intel,Core i7,11th,16,DDR4,64-bit
MSI,Intel,Core i7,12th,16,DDR4,64-bit
MSI,Intel,Core i7,10th,8,DDR4,64-bit
MSI,Intel,Core i7,10th,16,DDR4,64-bit
MSI,Intel,Core i9,11th,16,DDR4,64-bit
MSI,Intel,Core i5,10th,8,LPDDR4,32-bit
MSI,Intel,Core i5,10th,8,LPDDR4,32-bit
MSI,Intel,Core i5,10th,8,LPDDR4,32-bit
MSI,AMD,Ryzen 5,Not Available,4,DDR4,64-bit
MSI,AMD,Ryzen 5,Not Available,8,DDR4,64-bit
MSI,AMD,Ryzen 5,Not Available,8,DDR4,64-bit
MSI,AMD,Ryzen 5,Not Available,4,DDR4,64-bit
MSI,AMD,Ryzen 7,Not Available,4,DDR4,64-bit
MSI,AMD,Ryzen 7,Not Available,16,DDR4,64-bit
MSI,AMD,Ryzen 9,Not Available,4,DDR4,64-bit
